仓库名,星数,语言,更新时间,项目描述,话题标签,是否支持捐赠,是否有Issues,仓库ID,类型
bytedance/UI-TARS-desktop,35041,TypeScript,2026-05-18T02:55:49.357Z,The Open-Source <em>Multimodal</em> AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,"agent,mcp,vision,vlm,tars,multimodal,cowork,computer-use,mcp-server,gui-agent,browser-use,gui-operator,ui-tars,agent-tars",False,True,918932603,Public
singularguy/<em>Multimodal</em>RAG,358,Jupyter Notebook,2025-05-13T12:09:16.204Z,一个简单的多模态RAG项目,,False,True,973116646,Public
junyanz/BicycleGAN,1513,Python,2020-08-05T01:00:21.142Z,Toward <em>Multimodal</em> Image-to-Image Translation,"deep-learning,pytorch,generative-adversarial-network,gans,pix2pix",False,True,110639332,Public
fixie-ai/ultravox,4426,Python,2025-12-12T18:09:40.010Z,A fast <em>multimodal</em> LLM for real-time voice,"ai,speech,slm,llm",False,True,807860806,Public
deepseek-ai/DeepSeek-VL2,5285,Python,2025-02-26T05:03:42.378Z,DeepSeek-VL2: Mixture-of-Experts Vision-Language Models for Advanced <em>Multimodal</em> Understanding,,False,True,902697574,Public
EvolvingLMMs-Lab/open-r1-<em>multimodal</em>,1549,Python,2025-02-08T06:59:45.801Z,A fork to add <em>multimodal</em> model training to open-r1,,False,True,922899635,Public
steamship-core/<em>multimodal</em>-agent-starter,157,Python,2024-03-14T14:37:26.767Z,,,False,True,633517893,Public template
docarray/docarray,3118,Python,2026-03-27T16:19:09.508Z,"Represent, send, store and search <em>multimodal</em> data","elasticsearch,machine-learning,deep-learning,protobuf,pytorch,data-structures,nearest-neighbor-search,cross-modal,multi-modal,semantic-search,multimodal,nested-data,weaviate,dataclass,pydantic,fastapi,neural-search,qdrant,docarray",False,True,438303578,Public
muzairkhattak/<em>multimodal</em>-prompt-learning,820,Python,2023-07-24T08:16:55.926Z,"[CVPR 2023] Official repository of paper titled ""MaPLe: Multi-modal Prompt Learning"". ",,False,True,546808022,Public
UbiquitousLearning/mllm,1518,C++,2026-04-30T05:43:13.060Z,Fast <em>Multimodal</em> LLM on Mobile Devices,"mobile,ai,llama,multimodal,llm",False,True,685159924,Public
apple/ml-4m,1797,Python,2025-06-02T22:35:20.862Z,4M: Massively <em>Multimodal</em> Masked Modeling,,False,True,783932817,Public
hzjken/<em>multimodal</em>-transportation-optimization,295,Python,2020-02-27T12:47:23.835Z,A project on using mathematical programming to solve multi-modal transportation cost minimization in goods delivery and supply chain mana…,"cplex,trip-planning,cvxpy,route-planner,transportation-planning,supply-chain-management,supply-chain-analytics",False,True,148892900,Public
soujanyaporia/<em>multimodal</em>-sentiment-analysis,368,Python,2024-04-08T14:28:02.820Z,Attention-based <em>multimodal</em> fusion for sentiment analysis,"natural-language-processing,sentiment-analysis,tensorflow,lstm,attention,attention-mechanism,multimodality,dialogue-systems,sentiment-classification,conversational-agents",False,True,139980560,Public
Demfier/<em>multimodal</em>-speech-emotion-recognition,451,Jupyter Notebook,2023-12-21T02:58:39.375Z,Lightweight and Interpretable ML Model for Speech Emotion Recognition and Ambiguity Resolution (trained on IEMOCAP dataset),"scikit-learn,pandas,python3,pytorch,lstm,librosa,speech-emotion-recognition,multimodal-emotion-recognition,iemocap",False,True,174432286,Public
Leon-Sander/Local-<em>Multimodal</em>-AI-Chat,203,Python,2025-05-17T15:44:48.362Z,,,False,True,740911570,Public
983632847/Awesome-<em>Multimodal</em>-Object-Tracking,1051,Jupyter Notebook,2026-05-22T13:30:25.887Z,A continuously updated project to track the latest progress in the field of multi-modal object tracking. This project focuses solely on s…,,False,True,802742044,Public
richard-peng-xia/awesome-<em>multimodal</em>-in-medical-imaging,957,,2026-02-08T20:21:31.300Z,A collection of resources on applications of multi-modal learning in medical imaging.,"medical-imaging,multimodal-learning,visual-question-answering,multimodal-deep-learning,large-language-models,medical-report-generation,multimodal-large-language-models,large-multimodal-models",False,True,513534410,Public
mlfoundations/open_flamingo,4102,Python,2024-08-31T23:11:03.648Z,An open-source framework for training large <em>multimodal</em> models.,"computer-vision,deep-learning,pytorch,language-model,flamingo,multimodal-learning,in-context-learning",False,True,554523373,Public
david-yoon/<em>multimodal</em>-speech-emotion,297,Jupyter Notebook,2024-06-17T22:44:15.608Z,"TensorFlow implementation of ""<em>Multimodal</em> Speech Emotion Recognition using Audio and Text,"" IEEE SLT-18","speech-emotion-recognition,multimodal-deep-learning,paralinguistics",False,True,165534624,Public
tzirakis/<em>Multimodal</em>-Emotion-Recognition,253,Python,2021-01-22T15:15:58.279Z,This repository contains the code for the paper `End-to-End <em>Multimodal</em> Emotion Recognition using Deep Neural Networks`.,,False,True,95805205,Public
QwenLM/Qwen3-VL,19222,Jupyter Notebook,2026-01-30T04:47:30.180Z,"Qwen3-VL is the <em>multimodal</em> large language model series developed by Qwen team, Alibaba Cloud.",,False,True,849239437,Public
aiming-lab/SimpleMem,3384,Python,2026-05-21T16:19:21.648Z,SimpleMem: Efficient Lifelong Memory for LLM Agents — Text &amp; <em>Multimodal</em>,"audio,python,agent,compression,video,retrieval,memory,mcp,knowledge-graph,vision,semantic-search,multimodal,rag,llm,simplemem,lifelong-memory",False,True,1126449798,Public
saharmor/gemini-<em>multimodal</em>-playground,323,TypeScript,2025-09-12T02:54:39.106Z,Build realtime voice and video agents with Google's new Gemini 2.0 (API is free for now),"gemini,llm,voice-agents",True,True,902841509,Public
lancedb/lancedb,10382,HTML,2026-05-23T14:58:50.511Z,Developer-friendly OSS embedded retrieval library for <em>multimodal</em> AI. Search More; Manage Less.,"search-engine,nearest-neighbor-search,image-search,recommender-system,approximate-nearest-neighbor-search,semantic-search,similarity-search,vector-database",False,True,607441698,Public
